#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CNIH3	GRIA4	9606.ENSP00000272133	9606.ENSP00000282499	0	0.252	0.720	0	0.781
CNIH3	GRIA2	9606.ENSP00000272133	9606.ENSP00000296526	0	0.422	0.720	0	0.831
CNOT6L	TNRC6B	9606.ENSP00000424896	9606.ENSP00000401946	0	0.421	0	0	0.420
CNOT6L	CNOT8	9606.ENSP00000424896	9606.ENSP00000430493	0	0.772	0.900	0	0.976
CNOT8	TNRC6B	9606.ENSP00000430493	9606.ENSP00000401946	0	0.421	0	0	0.420
CNOT8	UNK	9606.ENSP00000430493	9606.ENSP00000464893	0	0.440	0	0	0.440
COL10A1	COL14A1	9606.ENSP00000327368	9606.ENSP00000297848	0	0	0.400	0	0.400
COL10A1	COL4A5	9606.ENSP00000327368	9606.ENSP00000331902	0	0	0.540	0	0.540
COL11A1	COL3A1	9606.ENSP00000359114	9606.ENSP00000304408	0	0	0.720	0	0.720
COL4A5	NCAM1	9606.ENSP00000331902	9606.ENSP00000480132	0	0	0.500	0	0.499
COLEC11	FCN1	9606.ENSP00000411770	9606.ENSP00000360871	0	0	0.540	0	0.540
COLEC11	MASP2	9606.ENSP00000411770	9606.ENSP00000383690	0	0.405	0.540	0	0.714
COMMD9	EPAS1	9606.ENSP00000263401	9606.ENSP00000263734	0	0	0.500	0	0.499
COMMD9	FEM1B	9606.ENSP00000263401	9606.ENSP00000307298	0	0	0.500	0	0.499
COMMD9	WSB2	9606.ENSP00000263401	9606.ENSP00000409131	0	0	0.500	0	0.499
COMMD9	KCTD6	9606.ENSP00000263401	9606.ENSP00000347188	0	0	0.500	0	0.499
COMMD9	KCTD7	9606.ENSP00000263401	9606.ENSP00000492240	0	0	0.500	0	0.499
COMMD9	DCAF8	9606.ENSP00000263401	9606.ENSP00000357052	0	0	0.500	0	0.499
COMMD9	DCAF13	9606.ENSP00000263401	9606.ENSP00000297579	0	0	0.500	0	0.499
COMMD9	SOCS2	9606.ENSP00000263401	9606.ENSP00000481249	0	0	0.500	0	0.499
COMMD9	KLHL41	9606.ENSP00000263401	9606.ENSP00000284669	0	0	0.500	0	0.499
COMMD9	SPSB1	9606.ENSP00000263401	9606.ENSP00000330221	0	0	0.500	0	0.499
COMMD9	KLHL5	9606.ENSP00000263401	9606.ENSP00000423897	0	0	0.500	0	0.499
COMMD9	DDA1	9606.ENSP00000263401	9606.ENSP00000352928	0	0	0.500	0	0.499
COMMD9	HIF1A	9606.ENSP00000263401	9606.ENSP00000437955	0	0	0.500	0	0.499
COX7B2	NDUFA4L2	9606.ENSP00000379784	9606.ENSP00000377411	0	0	0.540	0	0.540
CPEB4	PKP1	9606.ENSP00000265085	9606.ENSP00000263946	0	0	0.540	0	0.540
CPEB4	PKP3	9606.ENSP00000265085	9606.ENSP00000331678	0	0	0.540	0	0.540
CPLX1	TSPOAP1	9606.ENSP00000305613	9606.ENSP00000345824	0	0	0.500	0	0.499
CPLX1	PPFIA2	9606.ENSP00000305613	9606.ENSP00000450337	0	0	0.500	0	0.499
CPLX1	SYN2	9606.ENSP00000305613	9606.ENSP00000480050	0	0	0.500	0	0.499
CPSF6	FGFR1OP2	9606.ENSP00000266679	9606.ENSP00000229395	0	0	0.400	0	0.400
CPSF6	PIK3CA	9606.ENSP00000266679	9606.ENSP00000263967	0	0	0.500	0	0.499
CPSF6	WDR33	9606.ENSP00000266679	9606.ENSP00000325377	0	0.190	0.540	0	0.611
CPSF6	PCF11	9606.ENSP00000266679	9606.ENSP00000298281	0	0.391	0.540	0	0.707
CRKL	EPO	9606.ENSP00000346300	9606.ENSP00000252723	0	0	0.500	0	0.499
CRKL	GAB1	9606.ENSP00000346300	9606.ENSP00000262995	0	0.572	0.500	0	0.776
CRKL	ERBB4	9606.ENSP00000346300	9606.ENSP00000342235	0	0.616	0	0	0.616
CRKL	DCP2	9606.ENSP00000346300	9606.ENSP00000373715	0	0.407	0	0	0.407
CRKL	RAPGEF1	9606.ENSP00000346300	9606.ENSP00000361264	0	0.457	0.900	0	0.943
CTC1	STN1	9606.ENSP00000498499	9606.ENSP00000224950	0	0.960	0.800	0	0.991
CTSZ	SEC24D	9606.ENSP00000217131	9606.ENSP00000280551	0	0	0.500	0	0.499
CTSZ	TGFA	9606.ENSP00000217131	9606.ENSP00000404131	0	0	0.500	0	0.499
CTTNBP2NL	MAP4K4	9606.ENSP00000271277	9606.ENSP00000343658	0	0.457	0	0	0.457
CTTNBP2NL	STK24	9606.ENSP00000271277	9606.ENSP00000365730	0	0.734	0	0	0.734
CX3CL1	GNG2	9606.ENSP00000006053	9606.ENSP00000334448	0	0.800	0	0	0.800
CX3CL1	CXCR6	9606.ENSP00000006053	9606.ENSP00000395704	0	0	0.650	0	0.650
CXCL11	CXCL13	9606.ENSP00000306884	9606.ENSP00000286758	0	0	0.900	0	0.900
CXCL11	CXCR6	9606.ENSP00000306884	9606.ENSP00000395704	0	0	0.650	0	0.650
CXCL13	CXCR6	9606.ENSP00000286758	9606.ENSP00000395704	0	0	0.650	0	0.650
CYBB	NOX4	9606.ENSP00000367851	9606.ENSP00000263317	0	0	0.900	0	0.900
CYBB	NCF1	9606.ENSP00000367851	9606.ENSP00000289473	0	0	0.800	0	0.800
CYBB	NOX1	9606.ENSP00000367851	9606.ENSP00000362057	0	0	0.900	0	0.900
CYFIP2	WASF1	9606.ENSP00000479719	9606.ENSP00000376367	0	0.751	0.800	0	0.948
CYLD	OPTN	9606.ENSP00000392025	9606.ENSP00000368022	0	0.457	0.500	0	0.716
CYTH1	CYTH3	9606.ENSP00000389095	9606.ENSP00000297044	0	0.606	0	0	0.606
CYTH1	ITGB2	9606.ENSP00000389095	9606.ENSP00000380948	0	0.534	0	0	0.534
CYTH3	IFI35	9606.ENSP00000297044	9606.ENSP00000395590	0	0.420	0	0	0.420
DAB2	REPS1	9606.ENSP00000313391	9606.ENSP00000392065	0	0.445	0	0	0.445
DAB2	SH3KBP1	9606.ENSP00000313391	9606.ENSP00000380921	0	0.457	0	0	0.457
DAB2	DNM1	9606.ENSP00000313391	9606.ENSP00000362014	0	0	0.500	0	0.499
DAB2	LRP2	9606.ENSP00000313391	9606.ENSP00000496870	0	0.230	0.900	0	0.919
DAPL1	RPS5	9606.ENSP00000309538	9606.ENSP00000472985	0	0.459	0	0	0.459
DAPL1	RPL28	9606.ENSP00000309538	9606.ENSP00000452763	0	0.459	0	0	0.459
DBI	LGALS3	9606.ENSP00000486361	9606.ENSP00000254301	0	0.479	0	0	0.479
DBI	LIPC	9606.ENSP00000486361	9606.ENSP00000299022	0	0	0.540	0	0.540
DCAF13	IPO5	9606.ENSP00000297579	9606.ENSP00000261574	0	0.402	0	0	0.402
DCAF13	GLMN	9606.ENSP00000297579	9606.ENSP00000359385	0	0	0.720	0	0.720
DCAF13	DDA1	9606.ENSP00000297579	9606.ENSP00000352928	0	0	0.900	0	0.900
DCAF13	DCAF8	9606.ENSP00000297579	9606.ENSP00000357052	0	0	0.900	0	0.900
DCAF13	RPS5	9606.ENSP00000297579	9606.ENSP00000472985	0	0.912	0	0	0.912
DCAF8	MDFI	9606.ENSP00000357052	9606.ENSP00000230321	0	0.421	0	0	0.420
DCAF8	DDA1	9606.ENSP00000357052	9606.ENSP00000352928	0	0.457	0.900	0	0.943
DCAF8	GLMN	9606.ENSP00000357052	9606.ENSP00000359385	0	0	0.720	0	0.720
DCLRE1C	PRKAG2	9606.ENSP00000367527	9606.ENSP00000287878	0	0.653	0	0	0.653
DCLRE1C	PRKAA1	9606.ENSP00000367527	9606.ENSP00000346148	0	0.603	0	0	0.603
DCLRE1C	H2BC12	9606.ENSP00000367527	9606.ENSP00000349430	0	0	0.500	0	0.499
DCLRE1C	RAD23B	9606.ENSP00000367527	9606.ENSP00000350708	0	0	0.900	0	0.900
DCLRE1C	PRKAA2	9606.ENSP00000367527	9606.ENSP00000360290	0	0.662	0	0	0.662
DCP2	PRKRA	9606.ENSP00000373715	9606.ENSP00000318176	0	0	0.540	0	0.540
DCP2	DICER1	9606.ENSP00000373715	9606.ENSP00000437256	0	0	0.900	0	0.900
DCTN5	KLC1	9606.ENSP00000300087	9606.ENSP00000414982	0	0	0.500	0	0.499
DCTN5	KIF3A	9606.ENSP00000300087	9606.ENSP00000385808	0	0	0.500	0	0.499
DDA1	GLMN	9606.ENSP00000352928	9606.ENSP00000359385	0	0	0.720	0	0.720
DDX17	FBXW7	9606.ENSP00000380033	9606.ENSP00000474725	0	0.457	0	0	0.457
DICER1	PRKRA	9606.ENSP00000437256	9606.ENSP00000318176	0	0.786	0.800	0	0.955
DIDO1	FBXW7	9606.ENSP00000266070	9606.ENSP00000474725	0	0.457	0	0	0.457
DIDO1	STAG3	9606.ENSP00000266070	9606.ENSP00000477973	0	0	0.500	0	0.499
DIO2	MARCHF6	9606.ENSP00000451419	9606.ENSP00000274140	0	0.483	0	0	0.483
DKK2	LRP6	9606.ENSP00000285311	9606.ENSP00000261349	0	0.416	0.500	0	0.695
DLG2	RASGRF2	9606.ENSP00000365272	9606.ENSP00000265080	0	0	0.400	0	0.400
DLG2	GRM5	9606.ENSP00000365272	9606.ENSP00000306138	0	0	0.500	0	0.499
DLG2	DLGAP1	9606.ENSP00000365272	9606.ENSP00000316377	0	0.422	0.500	0	0.698
DLG2	GRIN2A	9606.ENSP00000365272	9606.ENSP00000332549	0	0.230	0.500	0	0.598
DLG2	HOMER1	9606.ENSP00000365272	9606.ENSP00000334382	0	0	0.500	0	0.499
DLG2	NLGN4Y	9606.ENSP00000365272	9606.ENSP00000348169	0	0	0.500	0	0.499
DLG2	DLGAP4	9606.ENSP00000365272	9606.ENSP00000363023	0	0	0.500	0	0.499
DLG2	DLG3	9606.ENSP00000365272	9606.ENSP00000363480	0	0.209	0.900	0	0.917
DLG2	NRXN3	9606.ENSP00000365272	9606.ENSP00000489551	0	0	0.500	0	0.499
DLG2	NLGN4X	9606.ENSP00000365272	9606.ENSP00000370483	0	0	0.500	0	0.499
DLG3	RHBDL1	9606.ENSP00000363480	9606.ENSP00000219551	0	0.448	0	0	0.448
DLG3	RASGRF2	9606.ENSP00000363480	9606.ENSP00000265080	0	0	0.400	0	0.400
DLG3	GRM5	9606.ENSP00000363480	9606.ENSP00000306138	0	0	0.500	0	0.499
DLG3	DLGAP1	9606.ENSP00000363480	9606.ENSP00000316377	0	0.420	0.500	0	0.697
DLG3	GRIK1	9606.ENSP00000363480	9606.ENSP00000327687	0	0	0.500	0	0.499
DLG3	GRIN2A	9606.ENSP00000363480	9606.ENSP00000332549	0	0.457	0.500	0	0.716
DLG3	HOMER1	9606.ENSP00000363480	9606.ENSP00000334382	0	0	0.500	0	0.499
DLG3	NLGN4Y	9606.ENSP00000363480	9606.ENSP00000348169	0	0	0.500	0	0.499
DLG3	GRIK3	9606.ENSP00000363480	9606.ENSP00000362183	0	0	0.500	0	0.499
DLG3	DLGAP4	9606.ENSP00000363480	9606.ENSP00000363023	0	0.420	0.500	0	0.697
DLG3	NRXN3	9606.ENSP00000363480	9606.ENSP00000489551	0	0	0.500	0	0.499
DLG3	GRIK4	9606.ENSP00000363480	9606.ENSP00000435648	0	0	0.500	0	0.499
DLG3	NLGN4X	9606.ENSP00000363480	9606.ENSP00000370483	0	0	0.500	0	0.499
DLGAP1	GRM5	9606.ENSP00000316377	9606.ENSP00000306138	0	0	0.500	0	0.499
DLGAP1	NRXN3	9606.ENSP00000316377	9606.ENSP00000489551	0	0	0.500	0	0.499
DLGAP1	NLGN4X	9606.ENSP00000316377	9606.ENSP00000370483	0	0	0.500	0	0.499
DLGAP1	NLGN4Y	9606.ENSP00000316377	9606.ENSP00000348169	0	0	0.500	0	0.499
DLGAP1	HOMER1	9606.ENSP00000316377	9606.ENSP00000334382	0	0	0.500	0	0.499
DLGAP4	GRM5	9606.ENSP00000363023	9606.ENSP00000306138	0	0	0.500	0	0.499
DLGAP4	HOMER1	9606.ENSP00000363023	9606.ENSP00000334382	0	0	0.500	0	0.499
DLGAP4	NLGN4Y	9606.ENSP00000363023	9606.ENSP00000348169	0	0	0.500	0	0.499
DLGAP4	NLGN4X	9606.ENSP00000363023	9606.ENSP00000370483	0	0	0.500	0	0.499
DLGAP4	NRXN3	9606.ENSP00000363023	9606.ENSP00000489551	0	0	0.500	0	0.499
DMD	LAMB1	9606.ENSP00000354923	9606.ENSP00000222399	0	0	0.500	0	0.499
DMD	TMOD2	9606.ENSP00000354923	9606.ENSP00000249700	0	0	0.500	0	0.499
DMD	LAMC2	9606.ENSP00000354923	9606.ENSP00000264144	0	0	0.500	0	0.499
DMD	SGCD	9606.ENSP00000354923	9606.ENSP00000338343	0	0	0.900	0	0.900
DMD	LAMC3	9606.ENSP00000354923	9606.ENSP00000354360	0	0	0.500	0	0.499
DMD	TNNT1	9606.ENSP00000354923	9606.ENSP00000467176	0	0	0.500	0	0.499
DMD	TNNT2	9606.ENSP00000354923	9606.ENSP00000499593	0	0	0.500	0	0.499
DMD	TPM2	9606.ENSP00000354923	9606.ENSP00000496494	0	0	0.500	0	0.499
DMD	DTNA	9606.ENSP00000354923	9606.ENSP00000470152	0	0.616	0	0	0.616
DMD	SNTG1	9606.ENSP00000354923	9606.ENSP00000493900	0	0.628	0.720	0	0.891
DNAH14	DNAI1	9606.ENSP00000383737	9606.ENSP00000480538	0	0.129	0.360	0	0.418
DNAH3	DNHD1	9606.ENSP00000261383	9606.ENSP00000254579	0	0	0.540	0	0.540
DNAH3	DNAI1	9606.ENSP00000261383	9606.ENSP00000480538	0	0.129	0.540	0	0.582
DNAH3	DNAH7	9606.ENSP00000261383	9606.ENSP00000311273	0	0	0.900	0	0.900
DNAH7	DNHD1	9606.ENSP00000311273	9606.ENSP00000254579	0	0	0.540	0	0.540
DNAH7	DNAI1	9606.ENSP00000311273	9606.ENSP00000480538	0	0.129	0.540	0	0.582
DNAI1	DNHD1	9606.ENSP00000480538	9606.ENSP00000254579	0	0.129	0.540	0	0.582
DNAJC6	REPS1	9606.ENSP00000360108	9606.ENSP00000392065	0	0.426	0	0	0.426
DNAJC7	HNRNPD	9606.ENSP00000406463	9606.ENSP00000313199	0	0.486	0	0	0.485
DNM1	EFNB1	9606.ENSP00000362014	9606.ENSP00000204961	0	0	0.500	0	0.499
DNM1	HLA-DQA1	9606.ENSP00000362014	9606.ENSP00000339398	0	0	0.500	0	0.499
DNM1	HLA-DRB1	9606.ENSP00000362014	9606.ENSP00000353099	0	0	0.500	0	0.499
DNM1	HLA-DPB1	9606.ENSP00000362014	9606.ENSP00000408146	0	0	0.500	0	0.499
DNM1	HLA-DPA1	9606.ENSP00000362014	9606.ENSP00000393566	0	0	0.500	0	0.499
DNM1	HLA-DRB5	9606.ENSP00000362014	9606.ENSP00000364114	0	0	0.500	0	0.499
DNM1	HLA-DQB1	9606.ENSP00000362014	9606.ENSP00000364080	0	0	0.500	0	0.499
DNM1	HLA-DRA	9606.ENSP00000362014	9606.ENSP00000378786	0	0	0.500	0	0.499
DNM1	MX1	9606.ENSP00000362014	9606.ENSP00000381601	0	0.900	0	0	0.900
DNM1	ITSN1	9606.ENSP00000362014	9606.ENSP00000370719	0	0.564	0	0	0.564
DNM1L	MFF	9606.ENSP00000449089	9606.ENSP00000302037	0	0.526	0	0	0.526
DOCK8	LRCH1	9606.ENSP00000394888	9606.ENSP00000374447	0	0.663	0	0	0.663
DOCK8	LRCH3	9606.ENSP00000394888	9606.ENSP00000399751	0	0.663	0	0	0.663
DOK4	GFRA1	9606.ENSP00000455566	9606.ENSP00000347591	0	0	0.500	0	0.499
DOK4	GDNF	9606.ENSP00000455566	9606.ENSP00000409007	0	0	0.500	0	0.499
DOK6	GFRA1	9606.ENSP00000372160	9606.ENSP00000347591	0	0	0.500	0	0.499
DOK6	GDNF	9606.ENSP00000372160	9606.ENSP00000409007	0	0	0.500	0	0.499
DPP4	MEP1A	9606.ENSP00000353731	9606.ENSP00000230588	0	0	0.900	0	0.900
DPP4	MEP1B	9606.ENSP00000353731	9606.ENSP00000269202	0	0	0.900	0	0.900
DPP4	MME	9606.ENSP00000353731	9606.ENSP00000418525	0	0	0.900	0	0.900
DRP2	LAMB1	9606.ENSP00000378635	9606.ENSP00000222399	0	0	0.500	0	0.499
DSC1	DSG1	9606.ENSP00000257198	9606.ENSP00000257192	0	0.457	0.500	0	0.716
DSC1	PKP3	9606.ENSP00000257198	9606.ENSP00000331678	0	0.230	0.500	0	0.598
DSC1	PKP1	9606.ENSP00000257198	9606.ENSP00000263946	0	0.478	0.500	0	0.728
DSC2	DSG1	9606.ENSP00000280904	9606.ENSP00000257192	0	0.292	0.500	0	0.630
DSC2	PKP1	9606.ENSP00000280904	9606.ENSP00000263946	0	0.042	0.500	0	0.500
DSC2	PKP3	9606.ENSP00000280904	9606.ENSP00000331678	0	0.230	0.500	0	0.598
DSG1	RND2	9606.ENSP00000257192	9606.ENSP00000466680	0	0	0.500	0	0.499
DSG1	PKP3	9606.ENSP00000257192	9606.ENSP00000331678	0	0.292	0.500	0	0.631
DSG1	PKP1	9606.ENSP00000257192	9606.ENSP00000263946	0	0.476	0.500	0	0.727
DST	LAMC2	9606.ENSP00000307959	9606.ENSP00000264144	0	0	0.500	0	0.499
DST	RND2	9606.ENSP00000307959	9606.ENSP00000466680	0	0.162	0.500	0	0.563
DTNA	SNTG1	9606.ENSP00000470152	9606.ENSP00000493900	0	0.457	0	0	0.457
DYDC2	WDR5B	9606.ENSP00000361272	9606.ENSP00000330381	0	0	0.540	0	0.540
ECPAS	PSMD6	9606.ENSP00000259335	9606.ENSP00000418695	0	0.531	0	0	0.531
ECPAS	PSMA6	9606.ENSP00000259335	9606.ENSP00000261479	0	0.553	0	0	0.553
EEF1A2	HLA-DRB1	9606.ENSP00000217182	9606.ENSP00000353099	0	0.900	0	0	0.900
EEF1A2	HLA-DRA	9606.ENSP00000217182	9606.ENSP00000378786	0	0.900	0	0	0.900
EFHC1	FAM166C	9606.ENSP00000360107	9606.ENSP00000332875	0	0.800	0	0	0.800
EFHC1	SPACA9	9606.ENSP00000360107	9606.ENSP00000361209	0	0.800	0	0	0.800
EFHC1	TEKT3	9606.ENSP00000360107	9606.ENSP00000379263	0	0.800	0	0	0.800
EFNB1	EPHA7	9606.ENSP00000204961	9606.ENSP00000358309	0	0.078	0.500	0	0.519
EFNB1	EPHA3	9606.ENSP00000204961	9606.ENSP00000337451	0	0.292	0.500	0	0.630
EFNB1	EPHA4	9606.ENSP00000204961	9606.ENSP00000281821	0	0	0.500	0	0.499
EGLN1	EPAS1	9606.ENSP00000355601	9606.ENSP00000263734	0	0.625	0.500	0	0.804
EGLN1	HIF1A	9606.ENSP00000355601	9606.ENSP00000437955	0	0.726	0.500	0	0.857
EHF	TNFRSF1B	9606.ENSP00000435835	9606.ENSP00000365435	0	0.422	0	0	0.422
EIF3B	USP3	9606.ENSP00000354125	9606.ENSP00000369681	0	0.502	0	0	0.502
EIF3B	RPS5	9606.ENSP00000354125	9606.ENSP00000472985	0	0.908	0	0	0.908
ELAVL2	PAIP1	9606.ENSP00000369453	9606.ENSP00000302768	0	0.478	0	0	0.478
EMC10	TRDN	9606.ENSP00000334037	9606.ENSP00000333984	0	0.597	0	0	0.597
ENAH	SLIT2	9606.ENSP00000355809	9606.ENSP00000422591	0	0	0.500	0	0.499
ENAH	EVL	9606.ENSP00000355809	9606.ENSP00000376652	0	0.734	0.900	0	0.972
ENTHD1	SYNJ1	9606.ENSP00000317431	9606.ENSP00000409667	0	0	0.540	0	0.540
ENTHD1	KCNQ5	9606.ENSP00000317431	9606.ENSP00000345055	0	0	0.540	0	0.540
EP400	MSL3	9606.ENSP00000374212	9606.ENSP00000312244	0	0	0.900	0	0.900
EP400	MAX	9606.ENSP00000374212	9606.ENSP00000351490	0	0.472	0	0	0.472
EP400	TRRAP	9606.ENSP00000374212	9606.ENSP00000352925	0	0.619	0.900	0	0.960
EP400	PHF20L1	9606.ENSP00000374212	9606.ENSP00000378784	0	0	0.540	0	0.540
EP400	MBTD1	9606.ENSP00000374212	9606.ENSP00000468304	0	0.457	0.900	0	0.943
EPAS1	SMAD3	9606.ENSP00000263734	9606.ENSP00000332973	0	0.548	0	0	0.548
EPAS1	HIF1A	9606.ENSP00000263734	9606.ENSP00000437955	0	0.220	0.900	0	0.918
EPB41L2	NLGN4Y	9606.ENSP00000357110	9606.ENSP00000348169	0	0	0.500	0	0.499
EPB41L2	SPTBN1	9606.ENSP00000357110	9606.ENSP00000349259	0	0	0.720	0	0.720
EPB41L2	NRXN3	9606.ENSP00000357110	9606.ENSP00000489551	0	0	0.500	0	0.499
EPB41L2	NLGN4X	9606.ENSP00000357110	9606.ENSP00000370483	0	0	0.500	0	0.499
EPHA3	EPHA4	9606.ENSP00000337451	9606.ENSP00000281821	0	0.170	0.400	0	0.480
EPHA3	EPHA7	9606.ENSP00000337451	9606.ENSP00000358309	0	0.570	0.400	0	0.730
EPHA4	EPHA7	9606.ENSP00000281821	9606.ENSP00000358309	0	0.165	0.400	0	0.477
EPO	HIF1A	9606.ENSP00000252723	9606.ENSP00000437955	0	0.457	0	0	0.457
EPO	GAB1	9606.ENSP00000252723	9606.ENSP00000262995	0	0	0.500	0	0.499
EPO	RAPGEF1	9606.ENSP00000252723	9606.ENSP00000361264	0	0	0.500	0	0.499
EPO	PIK3R5	9606.ENSP00000252723	9606.ENSP00000392812	0	0	0.500	0	0.499
EPO	PIK3CA	9606.ENSP00000252723	9606.ENSP00000263967	0	0	0.500	0	0.499
EPO	LEP	9606.ENSP00000252723	9606.ENSP00000312652	0	0	0.900	0	0.900
EPO	GH2	9606.ENSP00000252723	9606.ENSP00000333157	0	0	0.900	0	0.900
EPS8	EZR	9606.ENSP00000494689	9606.ENSP00000338934	0	0	0.500	0	0.499
EPS8	SPTBN1	9606.ENSP00000494689	9606.ENSP00000349259	0	0	0.500	0	0.499
EPS8	WHRN	9606.ENSP00000494689	9606.ENSP00000354623	0	0	0.800	0	0.800
EPS8	MYO15A	9606.ENSP00000494689	9606.ENSP00000495481	0	0.077	0.800	0	0.807
ERBB3	PIK3CA	9606.ENSP00000267101	9606.ENSP00000263967	0	0.457	0.400	0	0.660
ERBB3	HLA-DPA1	9606.ENSP00000267101	9606.ENSP00000393566	0	0.404	0	0	0.404
ERBB3	RHOA	9606.ENSP00000267101	9606.ENSP00000400175	0	0	0.500	0	0.499
ERBB3	GRB7	9606.ENSP00000267101	9606.ENSP00000403459	0	0.534	0.500	0	0.757
ERBB3	ERBB4	9606.ENSP00000267101	9606.ENSP00000342235	0	0.457	0.900	0	0.943
ERBB4	PIK3CA	9606.ENSP00000342235	9606.ENSP00000263967	0	0	0.400	0	0.400
ERBB4	LRIG1	9606.ENSP00000342235	9606.ENSP00000273261	0	0.457	0	0	0.457
ERBB4	GABRB3	9606.ENSP00000342235	9606.ENSP00000308725	0	0	0.500	0	0.499
ERBB4	RHOA	9606.ENSP00000342235	9606.ENSP00000400175	0	0	0.500	0	0.499
ERG	USP9X	9606.ENSP00000414150	9606.ENSP00000316357	0	0.457	0	0	0.457
EVL	RHOA	9606.ENSP00000376652	9606.ENSP00000400175	0	0	0.500	0	0.499
EVL	SLIT2	9606.ENSP00000376652	9606.ENSP00000422591	0	0	0.500	0	0.499
EZR	SLC9A3R1	9606.ENSP00000338934	9606.ENSP00000262613	0	0.458	0.900	0	0.943
EZR	MYO15A	9606.ENSP00000338934	9606.ENSP00000495481	0	0	0.500	0	0.499
EZR	WHRN	9606.ENSP00000338934	9606.ENSP00000354623	0	0	0.500	0	0.499
EZR	SPTBN1	9606.ENSP00000338934	9606.ENSP00000349259	0	0	0.500	0	0.499
EZR	RHOA	9606.ENSP00000338934	9606.ENSP00000400175	0	0.448	0	0	0.448
FAM155A	UNC79	9606.ENSP00000365080	9606.ENSP00000256339	0	0.802	0	0	0.802
FAM166C	SPACA9	9606.ENSP00000332875	9606.ENSP00000361209	0	0.800	0	0	0.800
FAM166C	TEKT3	9606.ENSP00000332875	9606.ENSP00000379263	0	0.800	0	0	0.800
FAM222A	PBX3	9606.ENSP00000443292	9606.ENSP00000362588	0	0.664	0	0	0.664
FAM222A	PBX2	9606.ENSP00000443292	9606.ENSP00000364190	0	0.616	0	0	0.616
FBXL2	FBXO3	9606.ENSP00000417601	9606.ENSP00000265651	0	0.457	0	0	0.457
FBXL2	PTAR1	9606.ENSP00000417601	9606.ENSP00000344299	0	0.900	0	0	0.900
FBXL2	ITPR3	9606.ENSP00000417601	9606.ENSP00000363435	0	0.457	0	0	0.457
FBXO3	IDS	9606.ENSP00000265651	9606.ENSP00000339801	0	0.414	0	0	0.414
FBXW7	RICTOR	9606.ENSP00000474725	9606.ENSP00000296782	0	0.457	0	0	0.457
FBXW7	MFF	9606.ENSP00000474725	9606.ENSP00000302037	0	0.457	0	0	0.457
FBXW7	MED14	9606.ENSP00000474725	9606.ENSP00000323720	0	0.457	0	0	0.457
FBXW7	TRIP12	9606.ENSP00000474725	9606.ENSP00000373696	0	0.457	0	0	0.457
FBXW7	HECTD1	9606.ENSP00000474725	9606.ENSP00000382269	0	0.457	0	0	0.457
FBXW7	MYCBP2	9606.ENSP00000474725	9606.ENSP00000444596	0	0.457	0	0	0.457
FCGR3B	SYK	9606.ENSP00000433642	9606.ENSP00000364898	0	0	0.900	0	0.900
FCN1	MASP2	9606.ENSP00000360871	9606.ENSP00000383690	0	0.292	0.720	0	0.793
FCRL4	TFF1	9606.ENSP00000271532	9606.ENSP00000291527	0	0.405	0	0	0.404
FEM1B	ZSWIM6	9606.ENSP00000307298	9606.ENSP00000252744	0	0	0.540	0	0.540
FEM1B	GLMN	9606.ENSP00000307298	9606.ENSP00000359385	0	0.164	0.720	0	0.755
FEM1B	PRAME	9606.ENSP00000307298	9606.ENSP00000445675	0	0	0.900	0	0.900
FGF10	FGF6	9606.ENSP00000264664	9606.ENSP00000228837	0	0	0.400	0	0.400
FGF10	FGFBP2	9606.ENSP00000264664	9606.ENSP00000259989	0	0	0.500	0	0.499
FGF10	GAB1	9606.ENSP00000264664	9606.ENSP00000262995	0	0	0.400	0	0.400
FGF10	PIK3CA	9606.ENSP00000264664	9606.ENSP00000263967	0	0	0.400	0	0.400
FGF10	FGF2	9606.ENSP00000264664	9606.ENSP00000264498	0	0	0.400	0	0.400
FGF10	FGF5	9606.ENSP00000264664	9606.ENSP00000311697	0	0	0.400	0	0.400
FGF10	FLRT2	9606.ENSP00000264664	9606.ENSP00000332879	0	0	0.500	0	0.499
FGF2	FGF6	9606.ENSP00000264498	9606.ENSP00000228837	0	0	0.400	0	0.400
FGF2	FGFBP2	9606.ENSP00000264498	9606.ENSP00000259989	0	0	0.500	0	0.499
FGF2	GAB1	9606.ENSP00000264498	9606.ENSP00000262995	0	0	0.400	0	0.400
FGF2	PIK3CA	9606.ENSP00000264498	9606.ENSP00000263967	0	0	0.400	0	0.400
FGF2	FGF5	9606.ENSP00000264498	9606.ENSP00000311697	0	0	0.400	0	0.400
FGF2	TMEFF1	9606.ENSP00000264498	9606.ENSP00000364013	0	0.403	0	0	0.402
FGF2	FLRT2	9606.ENSP00000264498	9606.ENSP00000332879	0	0	0.500	0	0.499
FGF2	SDC3	9606.ENSP00000264498	9606.ENSP00000344468	0	0.292	0.500	0	0.630
FGF2	FGFR3	9606.ENSP00000264498	9606.ENSP00000339824	0	0.676	0.400	0	0.797
FGF5	FGF6	9606.ENSP00000311697	9606.ENSP00000228837	0	0	0.400	0	0.400
FGF5	GAB1	9606.ENSP00000311697	9606.ENSP00000262995	0	0	0.400	0	0.400
FGF5	PIK3CA	9606.ENSP00000311697	9606.ENSP00000263967	0	0	0.400	0	0.400
